Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 Egz.
Vardas7089 Pavardė7089 0 5 9 6 1 0 3 6 10 0 10 5 10 5 9
Vardas7090 Pavardė7090 10 10 4 7 5 9 5 5 9 2 3 0 6 2 6
Vardas7091 Pavardė7091 6 1 1 10 3 1 6 6 7 9 3 1 1 9 5
Vardas7092 Pavardė7092 7 2 0 3 7 6 0 7 2 5 3 0 3 3 8
Vardas7093 Pavardė7093 4 4 0 4 7 6 7 8 8 4 2 5 3 0 2
Vardas7094 Pavardė7094 3 5 7 2 5 0 5 5 8 4 1 9 0 10 3
Vardas7095 Pavardė7095 8 4 9 6 2 0 8 0 1 8 7 4 6 10 0
Vardas7096 Pavardė7096 5 0 6 2 6 4 6 5 4 5 9 4 9 2 2
Vardas7097 Pavardė7097 2 6 2 10 8 9 8 8 0 9 0 2 0 10 8
Vardas7098 Pavardė7098 0 7 5 5 7 8 5 3 4 5 5 7 4 3 6
Vardas7099 Pavardė7099 5 5 4 7 8 6 6 4 3 7 8 1 3 5 5
Vardas7100 Pavardė7100 3 1 4 7 1 9 2 5 3 5 3 7 6 6 8
Vardas7101 Pavardė7101 8 6 0 0 10 3 10 6 4 9 0 3 8 0 3
Vardas7102 Pavardė7102 8 0 4 6 7 1 8 9 2 9 3 3 1 1 1
Vardas7103 Pavardė7103 0 10 9 6 3 5 8 4 5 5 0 5 4 0 5
Vardas7104 Pavardė7104 10 4 0 2 8 9 3 8 0 4 2 4 0 7 4
Vardas7105 Pavardė7105 8 7 3 0 1 10 6 9 4 2 7 2 7 3 2
Vardas7106 Pavardė7106 2 0 5 5 4 2 0 6 1 10 6 9 0 6 0
Vardas7107 Pavardė7107 8 7 8 8 9 3 0 1 8 8 10 1 1 0 4
Vardas7108 Pavardė7108 3 6 10 0 6 9 10 10 1 3 3 6 6 0 3
Vardas7109 Pavardė7109 3 1 3 2 0 5 7 7 1 9 10 2 1 9 4
Vardas7110 Pavardė7110 2 3 6 2 8 7 1 0 8 8 10 4 9 1 2
Vardas7111 Pavardė7111 9 7 2 7 1 0 3 0 10 0 2 1 8 6 1
Vardas7112 Pavardė7112 1 9 8 0 10 5 6 9 6 9 9 5 9 0 7
Vardas7113 Pavardė7113 7 1 8 9 3 8 6 1 5 8 3 5 10 9 10
Vardas7114 Pavardė7114 9 10 1 1 10 8 8 1 10 9 2 8 2 0 2
Vardas7115 Pavardė7115 1 6 0 7 4 3 6 1 10 2 4 2 7 1 3
Vardas7116 Pavardė7116 6 9 6 2 1 10 7 3 2 3 6 8 10 2 6
Vardas7117 Pavardė7117 3 10 7 9 3 10 9 7 10 3 8 4 3 2 3
Vardas7118 Pavardė7118 8 3 9 7 5 7 5 8 1 0 0 1 0 2 7
Vardas7119 Pavardė7119 2 1 3 7 2 10 6 10 6 4 8 6 7 4 2
Vardas7120 Pavardė7120 0 9 2 10 2 7 1 3 1 9 1 7 10 6 1
Vardas7121 Pavardė7121 4 5 1 6 1 10 4 10 1 1 3 0 2 9 9
Vardas7122 Pavardė7122 2 4 6 2 5 3 1 9 0 2 8 5 9 2 4
Vardas7123 Pavardė7123 4 1 1 9 4 9 0 8 8 6 1 10 0 0 6
Vardas7124 Pavardė7124 9 9 4 2 5 8 2 8 5 9 8 2 8 7 1
Vardas7125 Pavardė7125 5 0 3 9 7 2 1 8 2 0 2 7 2 3 4
Vardas7126 Pavardė7126 10 5 9 4 0 2 6 2 4 7 8 6 10 10 5
Vardas7127 Pavardė7127 1 9 4 0 9 6 1 4 8 10 2 2 2 9 7
Vardas7128 Pavardė7128 10 0 10 3 1 9 6 7 7 4 7 5 8 2 10
Vardas7129 Pavardė7129 4 4 7 1 2 6 3 0 0 7 7 4 4 7 4
Vardas7130 Pavardė7130 1 2 3 0 6 9 4 4 0 3 9 6 10 7 3
Vardas7131 Pavardė7131 5 4 1 4 9 6 10 10 10 3 6 0 1 6 5
Vardas7132 Pavardė7132 4 8 8 5 9 0 1 8 2 3 8 10 6 8 7
Vardas7133 Pavardė7133 9 3 3 3 4 5 1 0 10 1 5 2 5 10 3
Vardas7134 Pavardė7134 4 1 0 8 9 4 10 7 9 9 8 3 6 3 3
Vardas7135 Pavardė7135 8 8 8 5 9 7 1 0 6 4 7 6 2 8 1
Vardas7136 Pavardė7136 3 0 3 0 0 8 7 6 8 3 1 0 3 4 1
Vardas7137 Pavardė7137 3 10 1 7 4 0 10 2 7 3 5 4 4 8 7
Vardas7138 Pavardė7138 8 5 9 2 2 0 6 4 0 3 2 2 0 3 2
Vardas7139 Pavardė7139 1 0 10 4 2 1 4 9 3 8 0 2 6 8 9
Vardas7140 Pavardė7140 8 4 0 0 7 4 5 2 6 5 3 3 5 4 0
Vardas7141 Pavardė7141 9 2 10 6 2 0 4 7 10 10 6 3 10 5 8
Vardas7142 Pavardė7142 2 7 2 8 1 0 2 2 8 5 5 2 1 1 4
Vardas7143 Pavardė7143 0 1 9 3 2 7 6 2 9 9 1 4 0 3 5
Vardas7144 Pavardė7144 5 4 2 5 9 1 1 0 0 7 6 1 7 4 1
Vardas7145 Pavardė7145 7 5 6 5 6 2 2 4 10 6 6 2 1 7 0
Vardas7146 Pavardė7146 7 5 3 3 8 3 6 5 7 5 8 4 4 3 2
Vardas7147 Pavardė7147 6 6 5 8 10 3 5 7 9 6 0 1 5 2 2
Vardas7148 Pavardė7148 5 7 2 3 7 5 1 0 7 9 4 2 5 10 8
Vardas7149 Pavardė7149 3 8 5 9 10 5 3 5 0 0 9 4 9 9 10
Vardas7150 Pavardė7150 3 7 5 9 4 10 3 3 0 5 7 9 0 9 6
Vardas7151 Pavardė7151 5 0 8 10 3 7 6 9 3 4 8 2 2 4 6
Vardas7152 Pavardė7152 1 0 0 2 0 4 9 1 1 6 1 1 8 4 1
Vardas7153 Pavardė7153 4 2 5 7 0 7 3 1 1 6 9 8 3 10 2
Vardas7154 Pavardė7154 9 3 4 6 6 1 1 10 4 9 6 3 7 10 2
Vardas7155 Pavardė7155 6 2 7 3 8 1 8 0 5 8 2 6 1 7 5
Vardas7156 Pavardė7156 7 4 2 2 7 0 4 3 5 10 5 0 10 9 3
Vardas7157 Pavardė7157 4 10 0 2 9 5 4 6 7 8 9 7 5 8 8
Vardas7158 Pavardė7158 2 2 7 9 7 8 6 4 10 4 8 7 7 10 9
Vardas7159 Pavardė7159 1 5 8 2 8 1 9 0 9 5 5 10 2 3 2
Vardas7160 Pavardė7160 6 8 2 4 7 9 5 1 8 8 3 3 10 5 3
Vardas7161 Pavardė7161 4 3 2 6 5 4 8 0 2 0 10 1 3 7 9
Vardas7162 Pavardė7162 8 1 2 3 6 0 4 2 9 2 2 6 10 0 0
Vardas7163 Pavardė7163 0 2 3 3 5 10 2 6 10 10 9 2 10 6 9
Vardas7164 Pavardė7164 9 5 5 4 8 0 1 3 2 7 3 2 9 6 10
Vardas7165 Pavardė7165 4 7 5 5 5 2 8 0 9 3 9 7 7 3 2
Vardas7166 Pavardė7166 1 5 8 2 3 2 9 10 8 5 1 9 6 3 4
Vardas7167 Pavardė7167 1 6 8 2 4 10 9 7 2 0 0 1 2 1 7
Vardas7168 Pavardė7168 1 8 1 2 10 2 10 0 8 5 4 9 8 2 1
Vardas7169 Pavardė7169 9 10 7 0 2 8 3 6 6 3 4 5 5 10 3
Vardas7170 Pavardė7170 3 10 0 6 7 3 1 5 9 9 9 1 6 8 9
Vardas7171 Pavardė7171 0 10 1 9 2 4 1 10 7 0 8 0 0 3 3
Vardas7172 Pavardė7172 9 2 1 8 4 5 8 1 9 8 7 6 7 8 3
Vardas7173 Pavardė7173 9 4 5 2 10 6 8 9 0 5 7 4 10 1 3
Vardas7174 Pavardė7174 10 6 1 2 1 3 7 1 7 4 7 8 0 4 10
Vardas7175 Pavardė7175 0 0 6 4 6 8 5 8 9 5 2 5 3 2 0
Vardas7176 Pavardė7176 0 8 6 5 3 1 4 0 9 9 3 2 7 10 3
Vardas7177 Pavardė7177 3 9 6 6 9 6 0 10 8 6 6 2 3 9 6
Vardas7178 Pavardė7178 6 9 3 2 3 1 3 6 4 4 0 2 8 6 6
Vardas7179 Pavardė7179 6 3 8 7 2 6 4 1 6 4 1 0 1 2 0
Vardas7180 Pavardė7180 4 2 8 7 10 0 4 0 9 5 2 1 5 0 0
Vardas7181 Pavardė7181 1 9 9 1 8 6 5 7 0 3 8 4 10 5 10
Vardas7182 Pavardė7182 4 4 4 8 10 5 7 5 8 5 3 10 2 6 5
Vardas7183 Pavardė7183 8 2 7 10 9 5 2 5 0 5 8 7 10 6 10
Vardas7184 Pavardė7184 7 1 7 10 0 8 4 8 1 9 6 0 10 4 2
Vardas7185 Pavardė7185 8 0 9 0 2 6 4 7 3 1 0 4 7 0 3
Vardas7186 Pavardė7186 2 2 3 10 1 10 10 4 1 5 8 10 10 4 6
Vardas7187 Pavardė7187 9 8 5 10 2 6 7 6 3 1 10 9 9 2 0
Vardas7188 Pavardė7188 5 8 7 8 5 10 5 2 9 10 4 2 1 6 7
Vardas7189 Pavardė7189 2 8 5 7 7 3 3 6 2 3 0 10 5 8 2
Vardas7190 Pavardė7190 2 10 9 4 3 1 5 10 7 1 0 2 0 7 3
Vardas7191 Pavardė7191 8 0 5 9 9 2 3 6 6 10 1 9 10 9 0
Vardas7192 Pavardė7192 5 2 8 9 10 8 6 4 8 6 6 9 4 1 4
Vardas7193 Pavardė7193 1 4 4 7 8 10 8 1 7 3 1 5 5 1 3
Vardas7194 Pavardė7194 8 3 10 2 7 3 3 7 4 1 0 3 10 8 5
Vardas7195 Pavardė7195 3 2 6 9 6 8 4 7 8 8 7 4 4 1 0
Vardas7196 Pavardė7196 7 2 1 6 10 1 0 7 7 3 3 8 2 2 5
Vardas7197 Pavardė7197 1 0 2 8 8 2 9 1 2 7 10 10 2 8 8
Vardas7198 Pavardė7198 4 9 7 7 0 6 7 0 3 6 2 1 4 1 3
Vardas7199 Pavardė7199 5 0 9 10 4 8 3 3 8 5 6 9 8 5 0
Vardas7200 Pavardė7200 7 4 1 10 3 2 8 9 6 4 8 10 3 1 10
Vardas7201 Pavardė7201 6 0 8 1 2 1 9 2 7 1 9 8 7 5 2
Vardas7202 Pavardė7202 5 2 7 6 10 8 0 8 5 5 4 0 9 5 3
Vardas7203 Pavardė7203 2 10 3 5 4 7 1 2 5 10 5 10 2 8 10
Vardas7204 Pavardė7204 9 0 10 0 3 2 7 0 5 7 3 10 0 0 8
Vardas7205 Pavardė7205 1 1 3 7 10 9 5 2 4 4 6 10 3 3 10
Vardas7206 Pavardė7206 2 9 6 0 3 2 6 0 8 7 8 1 2 6 4
Vardas7207 Pavardė7207 1 8 9 4 9 10 7 10 9 4 9 7 6 9 10
Vardas7208 Pavardė7208 9 10 9 8 4 7 7 7 7 7 9 8 7 2 4
Vardas7209 Pavardė7209 1 8 10 0 9 7 6 2 3 10 5 7 6 9 1
Vardas7210 Pavardė7210 7 3 6 1 4 7 5 6 8 3 7 8 7 2 8
Vardas7211 Pavardė7211 2 8 1 10 6 8 3 1 7 2 4 6 8 7 7
Vardas7212 Pavardė7212 3 6 10 4 4 10 4 1 0 8 5 10 4 3 5
Vardas7213 Pavardė7213 3 5 8 6 4 5 9 1 6 5 2 1 9 2 6
Vardas7214 Pavardė7214 0 2 3 2 6 1 9 10 7 10 5 4 2 8 6
Vardas7215 Pavardė7215 8 9 1 8 8 4 6 3 6 3 9 4 5 6 4
Vardas7216 Pavardė7216 10 9 0 6 8 1 3 8 4 4 8 1 6 5 1
Vardas7217 Pavardė7217 9 1 0 4 0 4 3 5 10 7 8 1 8 2 1
Vardas7218 Pavardė7218 10 3 7 1 3 3 1 4 7 4 10 4 1 8 0
Vardas7219 Pavardė7219 7 4 7 3 0 6 6 10 1 6 3 9 2 0 9
Vardas7220 Pavardė7220 9 9 7 1 10 0 1 6 7 6 2 6 3 10 5
Vardas7221 Pavardė7221 10 4 7 0 3 6 3 5 2 2 2 8 0 7 7
Vardas7222 Pavardė7222 8 9 0 3 0 5 2 10 0 3 7 6 10 5 10
Vardas7223 Pavardė7223 10 2 7 5 10 3 5 5 8 9 5 5 8 6 9
Vardas7224 Pavardė7224 7 4 4 4 4 9 5 3 1 0 2 9 7 6 0
Vardas7225 Pavardė7225 9 1 10 9 6 3 9 1 4 1 2 9 2 3 8
Vardas7226 Pavardė7226 1 7 3 2 10 5 9 6 3 2 9 3 2 10 3
Vardas7227 Pavardė7227 1 2 2 6 8 8 10 3 4 8 0 3 3 9 2
Vardas7228 Pavardė7228 9 7 10 5 4 8 3 0 5 9 8 2 5 9 1
Vardas7229 Pavardė7229 8 7 1 9 2 1 2 5 2 9 8 9 9 6 10
Vardas7230 Pavardė7230 1 3 3 3 10 1 8 5 3 0 9 3 0 4 5
Vardas7231 Pavardė7231 2 3 0 8 10 8 7 10 0 4 0 7 6 8 10
Vardas7232 Pavardė7232 2 2 10 5 5 9 8 8 0 0 0 7 3 9 4
Vardas7233 Pavardė7233 10 5 1 10 8 1 0 9 7 4 0 9 0 7 8
Vardas7234 Pavardė7234 2 10 2 6 4 9 7 9 1 5 10 2 0 1 9
Vardas7235 Pavardė7235 10 9 8 3 8 4 1 1 4 2 10 9 2 0 1
Vardas7236 Pavardė7236 1 7 2 2 5 0 9 6 3 3 6 9 10 5 3
Vardas7237 Pavardė7237 8 1 2 9 6 0 8 7 4 10 5 6 7 2 0
Vardas7238 Pavardė7238 4 0 3 7 5 4 0 7 5 1 3 1 10 9 2
Vardas7239 Pavardė7239 4 5 0 9 10 2 4 10 10 1 9 2 6 9 10
Vardas7240 Pavardė7240 3 4 0 9 0 1 2 0 5 0 1 5 1 2 7
Vardas7241 Pavardė7241 3 3 1 6 5 2 2 4 0 6 5 7 10 5 0
Vardas7242 Pavardė7242 10 3 4 7 4 6 8 10 8 3 4 0 3 4 3
Vardas7243 Pavardė7243 1 4 6 2 10 0 6 0 10 0 9 8 0 3 1
Vardas7244 Pavardė7244 0 9 5 7 0 10 5 4 8 1 3 8 6 9 7
Vardas7245 Pavardė7245 3 8 4 5 4 7 4 7 1 10 1 5 7 2 4
Vardas7246 Pavardė7246 3 1 9 10 5 0 7 4 6 5 1 4 4 5 0
Vardas7247 Pavardė7247 1 6 10 6 3 8 6 2 7 0 0 3 2 4 1
Vardas7248 Pavardė7248 4 9 7 4 5 1 3 4 2 1 8 3 6 4 9
Vardas7249 Pavardė7249 5 1 8 9 0 0 1 3 9 0 1 9 10 2 10
Vardas7250 Pavardė7250 1 4 5 0 2 10 5 9 0 10 7 8 1 2 6
Vardas7251 Pavardė7251 5 2 1 4 10 6 4 5 8 9 1 0 4 7 10
Vardas7252 Pavardė7252 5 5 2 0 1 8 0 6 8 8 1 10 4 1 9
Vardas7253 Pavardė7253 7 1 9 4 5 5 4 5 9 9 3 7 8 10 7
Vardas7254 Pavardė7254 0 1 7 1 9 4 1 4 10 3 2 0 3 6 10
Vardas7255 Pavardė7255 5 9 4 2 9 8 10 3 10 7 5 9 1 2 5
Vardas7256 Pavardė7256 0 3 5 8 10 10 8 5 6 6 0 0 3 8 1
Vardas7257 Pavardė7257 4 9 3 2 2 5 2 2 10 10 10 0 6 9 0
Vardas7258 Pavardė7258 6 7 4 10 5 9 3 8 9 7 7 1 10 2 5
Vardas7259 Pavardė7259 10 1 10 3 7 9 8 1 0 10 2 0 0 3 1
Vardas7260 Pavardė7260 10 3 6 6 10 9 6 0 3 4 8 1 10 5 6
Vardas7261 Pavardė7261 9 6 5 9 8 2 9 7 10 3 8 10 1 9 2
Vardas7262 Pavardė7262 5 6 0 3 10 9 1 5 1 8 5 3 7 6 2
Vardas7263 Pavardė7263 3 9 5 3 10 0 6 2 3 9 10 7 8 3 7
Vardas7264 Pavardė7264 4 8 1 2 6 9 3 8 0 4 6 3 0 0 8
Vardas7265 Pavardė7265 1 2 6 3 3 1 9 10 2 8 1 10 6 7 7
Vardas7266 Pavardė7266 8 3 7 2 0 7 10 2 6 10 9 9 2 5 4
Vardas7267 Pavardė7267 7 2 8 1 6 10 1 1 6 1 5 6 4 0 4
Vardas7268 Pavardė7268 7 5 5 3 10 10 0 3 1 0 2 0 1 4 5
Vardas7269 Pavardė7269 0 6 5 3 9 3 10 4 5 2 3 8 5 10 1
Vardas7270 Pavardė7270 10 3 3 4 3 4 6 10 8 0 9 8 3 0 4
Vardas7271 Pavardė7271 8 6 9 6 4 0 7 5 9 1 0 10 1 8 2
Vardas7272 Pavardė7272 9 0 2 9 5 1 2 0 4 1 9 5 4 1 9
Vardas7273 Pavardė7273 6 5 1 10 7 5 1 9 7 3 6 10 7 5 9
Vardas7274 Pavardė7274 10 10 0 5 9 6 2 4 9 1 2 3 10 6 1
Vardas7275 Pavardė7275 2 0 9 6 10 7 7 9 5 4 2 7 8 5 4
Vardas7276 Pavardė7276 0 1 10 8 10 2 6 10 10 9 2 1 1 1 7
Vardas7277 Pavardė7277 3 6 2 0 7 10 0 0 9 3 8 0 0 10 7
Vardas7278 Pavardė7278 4 0 1 7 9 3 7 1 10 6 2 9 10 1 6
Vardas7279 Pavardė7279 2 5 7 9 2 5 5 0 8 2 5 9 4 7 6
Vardas7280 Pavardė7280 7 5 0 7 4 9 1 7 2 7 8 2 6 7 10
Vardas7281 Pavardė7281 1 0 7 1 9 8 0 10 4 7 5 3 9 4 4
Vardas7282 Pavardė7282 3 0 4 1 10 7 9 10 8 9 10 7 6 10 2
Vardas7283 Pavardė7283 4 9 1 2 8 10 0 6 2 9 7 8 2 5 3
Vardas7284 Pavardė7284 6 0 10 9 10 5 9 3 6 10 5 1 6 10 10
Vardas7285 Pavardė7285 4 2 9 5 4 4 3 4 7 0 3 6 8 6 0
Vardas7286 Pavardė7286 10 4 5 0 5 2 7 2 10 8 0 10 8 4 8
Vardas7287 Pavardė7287 0 6 9 1 0 3 1 4 6 10 1 5 9 7 5
Vardas7288 Pavardė7288 4 6 5 7 3 10 8 1 6 10 7 8 5 7 2
Vardas7289 Pavardė7289 3 4 6 10 2 2 3 1 5 10 10 2 8 2 9
Vardas7290 Pavardė7290 4 2 10 8 3 8 10 6 9 8 4 9 5 7 10
Vardas7291 Pavardė7291 6 8 2 0 8 7 8 8 4 3 3 7 1 2 5
Vardas7292 Pavardė7292 1 6 1 7 10 8 4 6 4 1 3 4 10 3 9
Vardas7293 Pavardė7293 3 4 4 7 7 8 9 10 9 4 4 8 8 3 2
Vardas7294 Pavardė7294 5 9 9 7 1 7 5 2 7 7 2 0 1 3 1
Vardas7295 Pavardė7295 2 0 5 2 4 6 0 5 9 6 0 10 6 8 9
Vardas7296 Pavardė7296 0 8 3 6 5 1 8 3 9 1 1 4 3 1 10
Vardas7297 Pavardė7297 10 0 8 2 8 5 7 10 4 0 7 7 5 3 10
Vardas7298 Pavardė7298 10 10 1 7 0 8 4 3 1 4 6 9 7 5 10
Vardas7299 Pavardė7299 5 7 9 3 4 8 4 2 2 5 2 4 9 9 1
Vardas7300 Pavardė7300 7 3 7 1 1 0 9 4 3 8 7 1 3 8 0
Vardas7301 Pavardė7301 1 7 8 8 5 3 9 10 2 1 10 3 7 10 1
Vardas7302 Pavardė7302 2 3 8 3 6 1 9 2 0 3 5 7 2 5 9
Vardas7303 Pavardė7303 0 2 8 6 7 3 10 2 5 10 3 3 5 2 5
Vardas7304 Pavardė7304 2 8 4 1 9 6 7 1 1 3 7 9 4 3 5
Vardas7305 Pavardė7305 1 7 9 10 5 5 7 4 7 9 7 10 2 1 4
Vardas7306 Pavardė7306 2 0 0 0 4 3 0 4 10 1 3 4 10 3 9
Vardas7307 Pavardė7307 5 0 1 9 0 0 9 7 10 2 8 6 3 10 10
Vardas7308 Pavardė7308 3 1 10 1 3 0 7 9 2 0 2 4 6 0 1
Vardas7309 Pavardė7309 1 5 1 3 1 0 4 1 3 4 8 10 0 10 7
Vardas7310 Pavardė7310 2 0 1 9 6 5 3 7 4 7 0 5 0 1 8
Vardas7311 Pavardė7311 1 1 5 8 6 2 5 1 4 0 5 6 0 4 10
Vardas7312 Pavardė7312 7 2 9 0 0 5 6 0 2 7 8 1 8 8 7
Vardas7313 Pavardė7313 9 7 8 2 3 7 8 8 1 0 7 5 1 0 5
Vardas7314 Pavardė7314 9 1 8 0 9 6 10 2 10 5 9 10 0 5 3
Vardas7315 Pavardė7315 5 5 8 2 8 2 9 1 8 1 7 0 4 0 0
Vardas7316 Pavardė7316 10 10 0 4 2 2 2 1 5 6 2 2 2 4 0
Vardas7317 Pavardė7317 10 4 3 5 10 8 9 2 2 4 9 1 10 6 7
Vardas7318 Pavardė7318 3 0 4 9 1 8 7 4 10 6 1 4 2 1 0
Vardas7319 Pavardė7319 8 2 10 5 8 10 5 9 4 1 0 0 10 7 9
Vardas7320 Pavardė7320 4 5 9 1 3 7 9 10 4 5 10 0 9 9 6
Vardas7321 Pavardė7321 8 8 0 5 1 9 10 0 6 2 9 0 3 9 10
Vardas7322 Pavardė7322 8 7 3 8 4 3 1 4 5 2 5 7 3 1 5
Vardas7323 Pavardė7323 4 0 0 10 2 10 0 2 1 10 9 7 4 8 10
Vardas7324 Pavardė7324 6 6 2 3 5 10 3 9 10 3 4 5 10 8 7
Vardas7325 Pavardė7325 3 6 1 0 7 2 1 6 5 2 1 8 4 5 0
Vardas7326 Pavardė7326 1 2 6 5 10 10 2 8 1 1 0 0 8 3 0
Vardas7327 Pavardė7327 6 1 4 5 0 3 1 6 6 3 1 2 10 6 10
Vardas7328 Pavardė7328 0 7 1 3 9 10 7 10 0 3 4 3 8 6 2
Vardas7329 Pavardė7329 7 2 5 3 8 1 9 1 10 3 7 2 0 1 1
Vardas7330 Pavardė7330 1 2 8 2 5 4 6 1 3 10 8 0 4 10 7
Vardas7331 Pavardė7331 3 7 3 0 2 2 8 1 3 4 10 4 3 0 0
Vardas7332 Pavardė7332 9 1 0 8 6 8 9 0 10 4 4 1 4 9 6
Vardas7333 Pavardė7333 5 9 8 7 6 7 6 5 10 0 0 3 9 9 3
Vardas7334 Pavardė7334 9 4 7 4 6 5 6 2 3 6 4 3 9 3 1
Vardas7335 Pavardė7335 7 5 6 1 1 2 4 1 0 10 7 10 1 6 4
Vardas7336 Pavardė7336 3 10 3 1 0 0 2 3 9 7 3 7 10 10 1
Vardas7337 Pavardė7337 9 4 0 2 2 10 6 8 10 8 2 3 7 6 10
Vardas7338 Pavardė7338 2 10 9 9 4 8 7 1 6 3 10 2 6 1 2
Vardas7339 Pavardė7339 8 2 1 9 9 2 9 9 0 1 5 1 1 0 7
Vardas7340 Pavardė7340 7 5 1 3 7 1 9 3 2 5 8 5 7 7 9
Vardas7341 Pavardė7341 6 7 2 4 5 2 3 6 7 4 3 6 7 0 2
Vardas7342 Pavardė7342 10 5 4 6 1 8 3 0 6 6 10 9 3 10 7
Vardas7343 Pavardė7343 0 7 9 5 8 6 1 8 6 9 6 7 10 0 7
Vardas7344 Pavardė7344 6 1 7 0 10 0 0 4 4 1 0 0 1 8 4
Vardas7345 Pavardė7345 3 3 9 8 10 6 4 10 0 8 10 0 9 0 6
Vardas7346 Pavardė7346 10 5 10 10 8 3 8 4 9 10 9 8 10 3 4
Vardas7347 Pavardė7347 7 6 7 8 7 6 0 4 1 4 4 7 3 4 4
Vardas7348 Pavardė7348 5 5 10 3 4 0 9 5 5 0 9 4 10 9 2
Vardas7349 Pavardė7349 1 3 9 8 6 6 7 7 0 5 8 2 6 2 1
Vardas7350 Pavardė7350 0 6 10 8 3 3 10 3 2 6 2 3 3 8 8
Vardas7351 Pavardė7351 4 3 2 1 3 4 7 8 1 6 4 6 1 0 8
Vardas7352 Pavardė7352 3 7 0 0 10 5 6 1 3 6 5 0 10 1 7
Vardas7353 Pavardė7353 3 1 4 10 8 7 0 7 6 0 10 8 3 6 6
Vardas7354 Pavardė7354 0 4 3 8 6 0 10 5 3 10 5 5 2 2 1
Vardas7355 Pavardė7355 6 7 0 7 1 5 7 6 9 7 0 9 2 6 3
Vardas7356 Pavardė7356 9 6 10 2 5 2 7 2 8 5 8 6 10 7 7
Vardas7357 Pavardė7357 6 2 4 7 5 4 6 7 1 3 2 5 0 4 2
Vardas7358 Pavardė7358 6 10 7 3 9 6 6 9 4 2 3 0 3 4 2
Vardas7359 Pavardė7359 4 3 6 1 3 9 0 7 5 10 1 0 8 4 2
Vardas7360 Pavardė7360 6 10 1 8 10 8 3 4 2 10 7 8 10 4 4
Vardas7361 Pavardė7361 4 10 10 6 1 7 7 3 2 9 6 9 4 4 7
Vardas7362 Pavardė7362 2 10 0 5 4 5 3 9 4 5 6 0 6 10 8
Vardas7363 Pavardė7363 0 0 1 2 3 6 8 4 9 8 6 5 5 7 10
Vardas7364 Pavardė7364 10 3 2 1 0 2 9 9 9 5 7 7 9 0 8
Vardas7365 Pavardė7365 4 9 9 9 9 3 6 9 5 3 0 6 10 7 4
Vardas7366 Pavardė7366 10 4 1 5 2 2 8 0 8 9 10 0 1 9 7
Vardas7367 Pavardė7367 3 5 3 7 8 0 4 5 2 6 0 6 1 6 9
Vardas7368 Pavardė7368 3 5 0 5 8 0 5 3 10 2 4 4 3 0 2
Vardas7369 Pavardė7369 5 6 6 4 10 5 7 7 1 4 0 10 7 7 1
Vardas7370 Pavardė7370 8 6 9 10 3 7 5 7 6 0 0 0 9 7 3
Vardas7371 Pavardė7371 8 9 2 6 5 4 4 6 1 8 9 0 2 2 5
Vardas7372 Pavardė7372 9 6 0 8 7 7 0 10 9 10 8 7 1 6 5
Vardas7373 Pavardė7373 9 1 2 5 10 9 8 3 10 6 5 9 2 4 3
Vardas7374 Pavardė7374 6 6 5 2 3 8 8 3 7 1 10 3 6 1 6
Vardas7375 Pavardė7375 9 4 1 9 5 0 5 8 7 10 2 10 1 8 4
Vardas7376 Pavardė7376 7 2 0 4 0 2 4 5 9 5 3 0 5 9 2
Vardas7377 Pavardė7377 9 4 5 7 10 1 3 7 9 8 6 10 4 10 2
Vardas7378 Pavardė7378 9 1 6 1 9 4 3 9 2 6 4 7 2 9 1
Vardas7379 Pavardė7379 8 2 8 7 4 4 7 2 4 4 2 9 6 1 5
Vardas7380 Pavardė7380 5 6 9 7 6 6 1 9 3 3 4 10 5 0 5
Vardas7381 Pavardė7381 8 3 8 6 6 10 8 7 10 2 2 3 3 9 4
Vardas7382 Pavardė7382 0 10 0 3 0 0 10 5 9 6 0 3 10 4 1
Vardas7383 Pavardė7383 6 5 0 7 8 9 5 4 1 7 3 10 0 4 10
Vardas7384 Pavardė7384 1 1 4 6 2 9 1 8 6 2 0 1 2 8 3
Vardas7385 Pavardė7385 2 9 7 2 9 2 3 10 4 1 5 0 7 10 0
Vardas7386 Pavardė7386 6 0 1 1 10 3 1 8 5 10 10 0 6 5 3
Vardas7387 Pavardė7387 1 5 3 9 7 10 9 3 9 5 7 10 0 1 7
Vardas7388 Pavardė7388 5 3 9 3 5 1 1 2 4 5 7 4 8 2 6
Vardas7389 Pavardė7389 3 1 0 9 2 4 4 6 5 0 5 2 3 3 4
Vardas7390 Pavardė7390 8 4 6 6 1 1 1 1 5 2 5 1 8 3 8
Vardas7391 Pavardė7391 9 10 8 8 6 3 10 10 4 2 3 5 7 5 10
Vardas7392 Pavardė7392 2 5 7 10 8 8 2 2 2 7 6 6 8 8 6
Vardas7393 Pavardė7393 6 10 7 6 8 7 1 3 1 3 10 8 0 0 0
Vardas7394 Pavardė7394 3 8 8 7 9 1 5 4 10 2 10 3 0 5 2
Vardas7395 Pavardė7395 2 0 7 7 4 2 6 0 4 4 2 4 1 4 6
Vardas7396 Pavardė7396 10 7 8 6 5 5 2 4 9 7 2 1 10 4 1
Vardas7397 Pavardė7397 5 3 4 7 9 4 7 8 5 10 3 2 8 4 1
