Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 Egz.
Vardas969 Pavardė969 4 5 4 4 3 7 3 5 5 3 3 2 8 9 2
Vardas970 Pavardė970 9 10 9 7 3 9 4 9 2 1 7 0 5 1 3
Vardas971 Pavardė971 9 7 0 0 7 0 8 6 10 6 1 6 1 5 8
Vardas972 Pavardė972 6 5 3 4 9 10 8 7 10 10 1 1 5 1 6
Vardas973 Pavardė973 4 10 10 1 2 10 9 3 0 2 10 8 9 5 9
Vardas974 Pavardė974 10 7 3 6 6 8 0 3 8 3 10 1 8 7 3
Vardas975 Pavardė975 2 9 7 1 0 10 7 3 4 7 5 8 7 7 4
Vardas976 Pavardė976 1 0 7 3 6 8 9 7 9 0 0 9 10 1 1
Vardas977 Pavardė977 8 4 8 3 10 2 6 3 0 4 0 8 2 2 9
Vardas978 Pavardė978 4 4 9 7 3 0 7 9 2 2 6 3 9 8 1
Vardas979 Pavardė979 0 4 3 2 3 10 5 1 9 7 2 8 8 0 6
Vardas980 Pavardė980 3 3 7 8 0 0 9 0 6 7 7 5 2 2 10
Vardas981 Pavardė981 1 7 2 3 7 1 9 4 6 0 4 1 10 2 1
Vardas982 Pavardė982 9 2 3 6 3 2 6 9 10 7 10 10 3 8 1
Vardas983 Pavardė983 6 3 9 3 3 4 10 1 10 4 7 1 0 2 5
Vardas984 Pavardė984 8 10 6 5 4 10 9 2 1 9 5 3 3 1 1
Vardas985 Pavardė985 3 10 0 10 2 4 8 1 6 2 9 10 1 10 10
Vardas986 Pavardė986 8 6 7 1 8 1 4 9 3 4 0 8 2 7 7
Vardas987 Pavardė987 5 8 5 5 2 5 1 3 6 8 9 6 9 6 7
Vardas988 Pavardė988 4 6 4 9 2 4 6 9 9 4 1 5 6 0 7
Vardas989 Pavardė989 1 9 5 8 9 9 6 9 1 8 9 10 5 7 2
Vardas990 Pavardė990 0 10 1 9 8 2 1 4 3 3 0 5 2 2 3
Vardas991 Pavardė991 8 9 7 7 10 4 0 2 1 10 3 5 5 10 8
Vardas992 Pavardė992 3 7 10 7 7 0 5 3 3 5 4 9 10 10 7
Vardas993 Pavardė993 5 1 3 0 10 1 7 9 4 10 3 4 5 8 1
Vardas994 Pavardė994 1 6 3 2 10 8 2 5 2 4 8 9 9 0 2
Vardas995 Pavardė995 3 7 5 9 3 0 9 3 7 9 2 10 7 10 0
Vardas996 Pavardė996 8 5 8 7 7 3 8 2 3 4 5 2 9 7 2
Vardas997 Pavardė997 3 5 1 4 0 9 9 5 6 10 3 3 8 0 2
Vardas998 Pavardė998 3 5 1 8 3 1 0 6 7 10 0 7 10 3 0
Vardas999 Pavardė999 10 4 7 5 9 6 6 6 4 8 1 7 0 8 6
Vardas1000 Pavardė1000 3 3 0 9 5 4 8 6 7 0 5 3 3 2 7
