Vardas Pavardė ND1 ND2 ND3 Egz.
Vardas94408 Pavardė94408 5 4 3 6
Vardas94409 Pavardė94409 5 3 3 9
Vardas94410 Pavardė94410 4 8 6 6
Vardas94411 Pavardė94411 3 9 2 4
Vardas94412 Pavardė94412 6 5 5 10
Vardas94413 Pavardė94413 2 3 9 4
Vardas94414 Pavardė94414 2 3 6 1
Vardas94415 Pavardė94415 2 6 8 0
Vardas94416 Pavardė94416 10 7 9 9
Vardas94417 Pavardė94417 4 10 7 2
Vardas94418 Pavardė94418 2 2 5 6
Vardas94419 Pavardė94419 5 2 6 7
Vardas94420 Pavardė94420 8 4 6 8
Vardas94421 Pavardė94421 10 10 1 3
Vardas94422 Pavardė94422 4 1 7 7
Vardas94423 Pavardė94423 9 2 2 9
Vardas94424 Pavardė94424 1 2 9 9
Vardas94425 Pavardė94425 10 10 1 2
Vardas94426 Pavardė94426 9 2 0 0
Vardas94427 Pavardė94427 10 10 9 4
Vardas94428 Pavardė94428 10 10 6 9
Vardas94429 Pavardė94429 3 9 2 4
Vardas94430 Pavardė94430 5 4 4 4
Vardas94431 Pavardė94431 2 9 10 9
Vardas94432 Pavardė94432 1 10 8 5
Vardas94433 Pavardė94433 0 0 4 2
Vardas94434 Pavardė94434 9 9 7 5
Vardas94435 Pavardė94435 6 0 2 1
Vardas94436 Pavardė94436 0 0 9 9
Vardas94437 Pavardė94437 10 5 6 1
Vardas94438 Pavardė94438 2 2 7 7
Vardas94439 Pavardė94439 4 7 9 7
Vardas94440 Pavardė94440 4 2 0 0
Vardas94441 Pavardė94441 6 0 5 1
Vardas94442 Pavardė94442 6 10 2 7
Vardas94443 Pavardė94443 7 5 4 5
Vardas94444 Pavardė94444 0 5 9 9
Vardas94445 Pavardė94445 10 9 3 10
Vardas94446 Pavardė94446 1 0 0 6
Vardas94447 Pavardė94447 5 4 9 2
Vardas94448 Pavardė94448 9 0 2 0
Vardas94449 Pavardė94449 6 10 6 9
Vardas94450 Pavardė94450 4 7 3 6
Vardas94451 Pavardė94451 0 1 10 3
Vardas94452 Pavardė94452 10 6 5 0
Vardas94453 Pavardė94453 2 0 2 2
Vardas94454 Pavardė94454 0 8 0 1
Vardas94455 Pavardė94455 5 5 8 0
Vardas94456 Pavardė94456 10 0 6 6
Vardas94457 Pavardė94457 9 8 2 1
Vardas94458 Pavardė94458 9 0 4 6
Vardas94459 Pavardė94459 0 4 0 10
Vardas94460 Pavardė94460 4 4 9 0
Vardas94461 Pavardė94461 7 0 9 1
Vardas94462 Pavardė94462 4 2 0 1
Vardas94463 Pavardė94463 5 8 4 7
Vardas94464 Pavardė94464 3 4 0 8
Vardas94465 Pavardė94465 5 5 9 3
Vardas94466 Pavardė94466 1 4 5 6
Vardas94467 Pavardė94467 2 4 8 0
Vardas94468 Pavardė94468 4 1 0 8
Vardas94469 Pavardė94469 0 0 4 5
Vardas94470 Pavardė94470 10 8 2 3
Vardas94471 Pavardė94471 3 10 10 3
Vardas94472 Pavardė94472 5 10 0 5
Vardas94473 Pavardė94473 1 5 7 0
Vardas94474 Pavardė94474 6 8 4 6
Vardas94475 Pavardė94475 1 7 7 5
Vardas94476 Pavardė94476 7 1 7 5
Vardas94477 Pavardė94477 4 1 9 1
Vardas94478 Pavardė94478 0 0 8 1
Vardas94479 Pavardė94479 1 0 4 4
Vardas94480 Pavardė94480 1 0 0 4
Vardas94481 Pavardė94481 6 10 3 5
Vardas94482 Pavardė94482 4 9 9 9
Vardas94483 Pavardė94483 1 4 2 9
Vardas94484 Pavardė94484 0 0 5 0
Vardas94485 Pavardė94485 4 9 0 9
Vardas94486 Pavardė94486 4 7 0 0
Vardas94487 Pavardė94487 7 0 6 3
Vardas94488 Pavardė94488 6 8 0 0
Vardas94489 Pavardė94489 8 4 6 6
Vardas94490 Pavardė94490 1 0 7 4
Vardas94491 Pavardė94491 5 3 5 4
Vardas94492 Pavardė94492 1 10 2 3
Vardas94493 Pavardė94493 8 7 1 0
Vardas94494 Pavardė94494 2 7 6 1
Vardas94495 Pavardė94495 10 10 9 8
Vardas94496 Pavardė94496 5 5 10 0
Vardas94497 Pavardė94497 4 1 6 5
Vardas94498 Pavardė94498 7 0 2 4
Vardas94499 Pavardė94499 8 1 3 7
Vardas94500 Pavardė94500 10 8 2 6
Vardas94501 Pavardė94501 3 10 5 1
Vardas94502 Pavardė94502 3 6 2 6
Vardas94503 Pavardė94503 6 10 6 6
Vardas94504 Pavardė94504 1 5 1 3
Vardas94505 Pavardė94505 1 10 3 9
Vardas94506 Pavardė94506 5 2 8 1
Vardas94507 Pavardė94507 3 4 1 6
Vardas94508 Pavardė94508 9 1 7 6
Vardas94509 Pavardė94509 8 5 10 2
Vardas94510 Pavardė94510 8 8 1 1
Vardas94511 Pavardė94511 8 5 6 0
Vardas94512 Pavardė94512 10 5 9 3
Vardas94513 Pavardė94513 7 5 6 3
Vardas94514 Pavardė94514 3 9 2 5
Vardas94515 Pavardė94515 2 0 5 0
Vardas94516 Pavardė94516 7 1 3 4
Vardas94517 Pavardė94517 7 10 10 4
Vardas94518 Pavardė94518 2 0 2 7
Vardas94519 Pavardė94519 10 8 4 10
Vardas94520 Pavardė94520 4 0 0 8
Vardas94521 Pavardė94521 8 4 7 3
Vardas94522 Pavardė94522 8 5 1 6
Vardas94523 Pavardė94523 10 9 10 10
Vardas94524 Pavardė94524 9 1 7 3
Vardas94525 Pavardė94525 9 1 9 6
Vardas94526 Pavardė94526 9 7 3 6
Vardas94527 Pavardė94527 1 3 6 9
Vardas94528 Pavardė94528 9 9 5 7
Vardas94529 Pavardė94529 0 7 10 1
Vardas94530 Pavardė94530 6 1 8 0
Vardas94531 Pavardė94531 8 1 7 10
Vardas94532 Pavardė94532 3 7 2 0
Vardas94533 Pavardė94533 9 9 6 4
Vardas94534 Pavardė94534 2 9 0 5
Vardas94535 Pavardė94535 9 8 9 5
Vardas94536 Pavardė94536 5 5 2 3
Vardas94537 Pavardė94537 9 1 0 10
Vardas94538 Pavardė94538 0 9 5 7
Vardas94539 Pavardė94539 8 7 9 5
Vardas94540 Pavardė94540 1 3 7 6
Vardas94541 Pavardė94541 1 4 1 6
Vardas94542 Pavardė94542 3 3 1 5
Vardas94543 Pavardė94543 0 6 4 3
Vardas94544 Pavardė94544 9 1 7 6
Vardas94545 Pavardė94545 0 10 7 8
Vardas94546 Pavardė94546 10 9 6 5
Vardas94547 Pavardė94547 2 9 6 10
Vardas94548 Pavardė94548 1 8 9 7
Vardas94549 Pavardė94549 4 7 6 3
Vardas94550 Pavardė94550 8 9 9 0
Vardas94551 Pavardė94551 1 8 5 4
Vardas94552 Pavardė94552 9 7 4 5
Vardas94553 Pavardė94553 1 2 2 4
Vardas94554 Pavardė94554 6 5 1 2
Vardas94555 Pavardė94555 2 9 9 3
Vardas94556 Pavardė94556 8 10 2 6
Vardas94557 Pavardė94557 1 9 3 0
Vardas94558 Pavardė94558 3 7 6 6
Vardas94559 Pavardė94559 9 10 4 10
Vardas94560 Pavardė94560 0 1 2 4
Vardas94561 Pavardė94561 4 2 5 6
Vardas94562 Pavardė94562 7 9 8 7
Vardas94563 Pavardė94563 9 3 0 8
Vardas94564 Pavardė94564 7 4 7 7
Vardas94565 Pavardė94565 8 4 2 8
Vardas94566 Pavardė94566 7 0 8 2
Vardas94567 Pavardė94567 9 2 10 9
Vardas94568 Pavardė94568 3 7 10 1
Vardas94569 Pavardė94569 5 3 3 7
Vardas94570 Pavardė94570 3 6 8 1
Vardas94571 Pavardė94571 4 5 8 1
Vardas94572 Pavardė94572 9 3 5 4
Vardas94573 Pavardė94573 8 4 8 5
Vardas94574 Pavardė94574 6 8 3 6
Vardas94575 Pavardė94575 6 4 10 10
Vardas94576 Pavardė94576 1 8 1 8
Vardas94577 Pavardė94577 10 9 3 2
Vardas94578 Pavardė94578 2 2 6 0
Vardas94579 Pavardė94579 7 10 8 1
Vardas94580 Pavardė94580 0 8 8 3
Vardas94581 Pavardė94581 6 7 4 0
Vardas94582 Pavardė94582 6 7 1 1
Vardas94583 Pavardė94583 8 10 7 8
Vardas94584 Pavardė94584 3 3 9 8
Vardas94585 Pavardė94585 9 4 6 3
Vardas94586 Pavardė94586 5 3 10 4
Vardas94587 Pavardė94587 9 5 9 2
Vardas94588 Pavardė94588 4 9 2 9
Vardas94589 Pavardė94589 7 5 1 9
Vardas94590 Pavardė94590 5 9 6 2
Vardas94591 Pavardė94591 8 9 4 9
Vardas94592 Pavardė94592 3 2 0 9
Vardas94593 Pavardė94593 9 6 9 1
Vardas94594 Pavardė94594 9 6 3 4
Vardas94595 Pavardė94595 10 9 6 9
Vardas94596 Pavardė94596 5 8 6 2
Vardas94597 Pavardė94597 2 7 8 6
Vardas94598 Pavardė94598 5 0 10 0
Vardas94599 Pavardė94599 1 4 7 4
Vardas94600 Pavardė94600 10 9 4 2
Vardas94601 Pavardė94601 2 0 9 4
Vardas94602 Pavardė94602 1 9 1 7
Vardas94603 Pavardė94603 8 8 10 3
Vardas94604 Pavardė94604 4 10 8 2
Vardas94605 Pavardė94605 7 10 7 5
Vardas94606 Pavardė94606 5 7 10 3
Vardas94607 Pavardė94607 3 10 1 8
Vardas94608 Pavardė94608 3 9 1 4
Vardas94609 Pavardė94609 3 7 0 10
Vardas94610 Pavardė94610 10 1 4 2
Vardas94611 Pavardė94611 3 3 10 7
Vardas94612 Pavardė94612 6 8 0 2
Vardas94613 Pavardė94613 5 2 1 7
Vardas94614 Pavardė94614 9 7 5 4
Vardas94615 Pavardė94615 6 3 1 9
Vardas94616 Pavardė94616 3 9 3 1
Vardas94617 Pavardė94617 2 4 3 5
Vardas94618 Pavardė94618 5 2 8 2
Vardas94619 Pavardė94619 6 6 2 7
Vardas94620 Pavardė94620 1 9 8 6
Vardas94621 Pavardė94621 7 4 10 3
Vardas94622 Pavardė94622 1 5 6 6
Vardas94623 Pavardė94623 6 8 6 3
Vardas94624 Pavardė94624 2 9 8 6
Vardas94625 Pavardė94625 5 0 5 2
Vardas94626 Pavardė94626 10 4 9 3
Vardas94627 Pavardė94627 3 6 1 2
Vardas94628 Pavardė94628 3 5 6 1
Vardas94629 Pavardė94629 5 4 10 0
Vardas94630 Pavardė94630 7 5 8 7
Vardas94631 Pavardė94631 5 2 1 1
Vardas94632 Pavardė94632 6 7 1 4
Vardas94633 Pavardė94633 1 9 1 5
Vardas94634 Pavardė94634 5 7 6 6
Vardas94635 Pavardė94635 4 6 5 10
Vardas94636 Pavardė94636 3 10 5 1
Vardas94637 Pavardė94637 3 6 2 8
Vardas94638 Pavardė94638 0 1 3 9
Vardas94639 Pavardė94639 6 3 2 8
Vardas94640 Pavardė94640 8 3 3 1
Vardas94641 Pavardė94641 4 10 3 6
Vardas94642 Pavardė94642 3 8 2 1
Vardas94643 Pavardė94643 8 0 3 3
Vardas94644 Pavardė94644 3 5 4 10
Vardas94645 Pavardė94645 1 10 1 10
Vardas94646 Pavardė94646 4 10 1 7
Vardas94647 Pavardė94647 2 9 10 4
Vardas94648 Pavardė94648 2 9 5 3
Vardas94649 Pavardė94649 5 6 0 2
Vardas94650 Pavardė94650 4 5 0 9
Vardas94651 Pavardė94651 0 1 10 5
Vardas94652 Pavardė94652 3 4 7 6
Vardas94653 Pavardė94653 3 0 3 8
Vardas94654 Pavardė94654 4 8 0 8
Vardas94655 Pavardė94655 9 0 2 5
Vardas94656 Pavardė94656 1 6 2 2
Vardas94657 Pavardė94657 4 1 10 2
Vardas94658 Pavardė94658 1 6 6 7
Vardas94659 Pavardė94659 9 7 7 7
Vardas94660 Pavardė94660 6 4 7 1
Vardas94661 Pavardė94661 8 1 2 7
Vardas94662 Pavardė94662 0 2 4 5
Vardas94663 Pavardė94663 4 8 4 9
Vardas94664 Pavardė94664 10 9 10 10
Vardas94665 Pavardė94665 5 2 5 3
Vardas94666 Pavardė94666 2 6 8 8
Vardas94667 Pavardė94667 3 10 5 9
Vardas94668 Pavardė94668 9 10 3 3
Vardas94669 Pavardė94669 5 8 2 8
Vardas94670 Pavardė94670 0 3 7 4
Vardas94671 Pavardė94671 2 2 1 8
Vardas94672 Pavardė94672 10 9 6 7
Vardas94673 Pavardė94673 5 0 7 0
Vardas94674 Pavardė94674 0 2 4 0
Vardas94675 Pavardė94675 7 9 8 10
Vardas94676 Pavardė94676 6 7 6 10
Vardas94677 Pavardė94677 9 5 1 9
Vardas94678 Pavardė94678 1 8 2 1
Vardas94679 Pavardė94679 5 6 0 5
Vardas94680 Pavardė94680 4 1 2 8
Vardas94681 Pavardė94681 7 7 3 7
Vardas94682 Pavardė94682 2 2 0 4
Vardas94683 Pavardė94683 9 1 1 5
Vardas94684 Pavardė94684 3 5 5 2
Vardas94685 Pavardė94685 7 0 7 6
Vardas94686 Pavardė94686 1 10 2 0
Vardas94687 Pavardė94687 2 4 1 10
Vardas94688 Pavardė94688 4 4 1 4
Vardas94689 Pavardė94689 10 5 10 4
Vardas94690 Pavardė94690 2 4 8 3
Vardas94691 Pavardė94691 4 8 6 0
Vardas94692 Pavardė94692 5 2 5 8
Vardas94693 Pavardė94693 0 2 1 8
Vardas94694 Pavardė94694 7 7 4 7
Vardas94695 Pavardė94695 8 10 7 6
Vardas94696 Pavardė94696 4 2 7 8
Vardas94697 Pavardė94697 3 5 8 2
Vardas94698 Pavardė94698 4 6 6 4
Vardas94699 Pavardė94699 8 7 9 0
Vardas94700 Pavardė94700 6 7 2 7
Vardas94701 Pavardė94701 8 9 9 9
Vardas94702 Pavardė94702 4 6 3 9
Vardas94703 Pavardė94703 10 8 9 4
Vardas94704 Pavardė94704 2 2 8 4
Vardas94705 Pavardė94705 7 7 8 1
Vardas94706 Pavardė94706 1 1 3 9
Vardas94707 Pavardė94707 8 10 5 5
Vardas94708 Pavardė94708 9 2 5 9
Vardas94709 Pavardė94709 9 0 4 10
Vardas94710 Pavardė94710 0 5 4 9
Vardas94711 Pavardė94711 8 5 6 8
Vardas94712 Pavardė94712 3 5 2 3
Vardas94713 Pavardė94713 10 10 7 6
Vardas94714 Pavardė94714 9 9 10 10
Vardas94715 Pavardė94715 8 8 8 7
Vardas94716 Pavardė94716 9 7 2 3
Vardas94717 Pavardė94717 1 7 5 2
Vardas94718 Pavardė94718 0 2 2 3
Vardas94719 Pavardė94719 6 9 5 7
Vardas94720 Pavardė94720 6 9 3 7
Vardas94721 Pavardė94721 1 4 8 2
Vardas94722 Pavardė94722 10 0 10 5
Vardas94723 Pavardė94723 3 2 7 2
Vardas94724 Pavardė94724 7 6 10 8
Vardas94725 Pavardė94725 6 1 3 8
Vardas94726 Pavardė94726 3 2 10 0
Vardas94727 Pavardė94727 0 7 8 9
Vardas94728 Pavardė94728 1 3 1 4
Vardas94729 Pavardė94729 9 4 3 7
Vardas94730 Pavardė94730 8 0 8 6
Vardas94731 Pavardė94731 9 10 7 0
Vardas94732 Pavardė94732 9 0 9 6
Vardas94733 Pavardė94733 10 6 9 3
Vardas94734 Pavardė94734 0 10 7 5
Vardas94735 Pavardė94735 2 10 6 9
Vardas94736 Pavardė94736 0 2 7 1
Vardas94737 Pavardė94737 2 1 0 9
Vardas94738 Pavardė94738 4 4 1 8
Vardas94739 Pavardė94739 8 2 4 7
Vardas94740 Pavardė94740 6 6 8 4
Vardas94741 Pavardė94741 0 2 8 5
Vardas94742 Pavardė94742 10 2 7 0
Vardas94743 Pavardė94743 0 5 6 3
Vardas94744 Pavardė94744 4 5 4 4
Vardas94745 Pavardė94745 8 10 6 0
Vardas94746 Pavardė94746 2 4 2 6
Vardas94747 Pavardė94747 5 7 9 6
Vardas94748 Pavardė94748 1 8 8 3
Vardas94749 Pavardė94749 7 7 5 10
Vardas94750 Pavardė94750 4 10 6 8
Vardas94751 Pavardė94751 4 6 3 6
Vardas94752 Pavardė94752 10 8 6 9
Vardas94753 Pavardė94753 2 5 1 0
Vardas94754 Pavardė94754 4 9 0 3
Vardas94755 Pavardė94755 5 9 10 0
Vardas94756 Pavardė94756 5 3 7 6
Vardas94757 Pavardė94757 6 5 2 9
Vardas94758 Pavardė94758 0 8 3 10
Vardas94759 Pavardė94759 1 2 9 8
Vardas94760 Pavardė94760 9 1 2 4
Vardas94761 Pavardė94761 4 2 8 8
Vardas94762 Pavardė94762 4 1 1 5
Vardas94763 Pavardė94763 10 6 0 0
Vardas94764 Pavardė94764 2 6 0 9
Vardas94765 Pavardė94765 5 1 7 6
Vardas94766 Pavardė94766 10 10 9 3
Vardas94767 Pavardė94767 10 8 2 9
Vardas94768 Pavardė94768 9 5 10 5
Vardas94769 Pavardė94769 1 10 1 7
Vardas94770 Pavardė94770 9 4 2 8
Vardas94771 Pavardė94771 2 8 7 6
Vardas94772 Pavardė94772 0 7 4 2
Vardas94773 Pavardė94773 10 6 7 0
Vardas94774 Pavardė94774 9 3 3 7
Vardas94775 Pavardė94775 9 7 10 9
Vardas94776 Pavardė94776 0 0 5 7
Vardas94777 Pavardė94777 9 2 7 4
Vardas94778 Pavardė94778 3 3 0 5
Vardas94779 Pavardė94779 7 0 6 5
Vardas94780 Pavardė94780 6 5 6 10
Vardas94781 Pavardė94781 7 3 2 1
Vardas94782 Pavardė94782 10 2 5 5
Vardas94783 Pavardė94783 5 3 6 4
Vardas94784 Pavardė94784 0 8 7 2
Vardas94785 Pavardė94785 3 0 6 2
Vardas94786 Pavardė94786 7 9 6 9
Vardas94787 Pavardė94787 4 7 6 3
Vardas94788 Pavardė94788 4 10 6 9
Vardas94789 Pavardė94789 2 7 4 6
Vardas94790 Pavardė94790 6 8 8 5
Vardas94791 Pavardė94791 5 2 10 0
Vardas94792 Pavardė94792 9 3 6 3
Vardas94793 Pavardė94793 0 5 7 1
Vardas94794 Pavardė94794 0 1 4 1
Vardas94795 Pavardė94795 7 7 0 7
Vardas94796 Pavardė94796 9 1 6 10
Vardas94797 Pavardė94797 3 3 1 10
Vardas94798 Pavardė94798 0 6 2 5
Vardas94799 Pavardė94799 7 2 10 2
Vardas94800 Pavardė94800 1 7 6 9
Vardas94801 Pavardė94801 7 5 6 1
Vardas94802 Pavardė94802 4 3 9 1
Vardas94803 Pavardė94803 9 3 2 9
Vardas94804 Pavardė94804 9 3 0 8
Vardas94805 Pavardė94805 5 4 6 8
Vardas94806 Pavardė94806 8 8 10 0
Vardas94807 Pavardė94807 8 9 10 1
Vardas94808 Pavardė94808 8 8 2 9
Vardas94809 Pavardė94809 7 2 5 2
Vardas94810 Pavardė94810 9 6 7 7
Vardas94811 Pavardė94811 9 10 9 0
Vardas94812 Pavardė94812 7 5 7 8
Vardas94813 Pavardė94813 0 3 1 0
Vardas94814 Pavardė94814 6 3 2 8
Vardas94815 Pavardė94815 3 1 4 0
Vardas94816 Pavardė94816 2 7 5 6
Vardas94817 Pavardė94817 6 8 6 10
Vardas94818 Pavardė94818 3 4 9 4
Vardas94819 Pavardė94819 9 7 7 0
Vardas94820 Pavardė94820 7 5 5 2
Vardas94821 Pavardė94821 8 1 5 2
Vardas94822 Pavardė94822 1 4 7 7
Vardas94823 Pavardė94823 10 10 1 7
Vardas94824 Pavardė94824 6 5 0 0
Vardas94825 Pavardė94825 10 8 6 10
Vardas94826 Pavardė94826 8 1 7 7
Vardas94827 Pavardė94827 0 2 7 10
Vardas94828 Pavardė94828 4 4 2 7
Vardas94829 Pavardė94829 9 3 4 10
Vardas94830 Pavardė94830 2 1 1 1
Vardas94831 Pavardė94831 2 3 7 9
Vardas94832 Pavardė94832 2 7 3 1
Vardas94833 Pavardė94833 0 4 9 4
Vardas94834 Pavardė94834 0 4 3 10
Vardas94835 Pavardė94835 4 1 1 5
Vardas94836 Pavardė94836 4 0 6 6
Vardas94837 Pavardė94837 10 4 1 0
Vardas94838 Pavardė94838 3 0 5 1
Vardas94839 Pavardė94839 7 2 6 3
Vardas94840 Pavardė94840 9 4 6 3
Vardas94841 Pavardė94841 4 4 7 8
Vardas94842 Pavardė94842 10 7 6 3
Vardas94843 Pavardė94843 9 0 9 10
Vardas94844 Pavardė94844 7 8 10 4
Vardas94845 Pavardė94845 2 10 8 3
Vardas94846 Pavardė94846 3 4 1 5
Vardas94847 Pavardė94847 8 1 9 3
Vardas94848 Pavardė94848 0 3 7 5
Vardas94849 Pavardė94849 3 1 9 9
Vardas94850 Pavardė94850 5 8 2 8
Vardas94851 Pavardė94851 6 8 0 10
Vardas94852 Pavardė94852 10 6 0 4
Vardas94853 Pavardė94853 2 5 10 1
Vardas94854 Pavardė94854 4 10 4 6
Vardas94855 Pavardė94855 1 1 3 4
Vardas94856 Pavardė94856 4 6 4 8
Vardas94857 Pavardė94857 2 4 0 6
Vardas94858 Pavardė94858 5 5 2 1
Vardas94859 Pavardė94859 5 1 10 8
Vardas94860 Pavardė94860 2 1 9 4
Vardas94861 Pavardė94861 1 9 3 7
Vardas94862 Pavardė94862 4 10 9 4
Vardas94863 Pavardė94863 0 9 6 6
Vardas94864 Pavardė94864 5 2 8 6
Vardas94865 Pavardė94865 3 2 6 10
Vardas94866 Pavardė94866 6 9 10 2
Vardas94867 Pavardė94867 3 1 6 1
Vardas94868 Pavardė94868 10 6 8 6
Vardas94869 Pavardė94869 3 10 9 3
Vardas94870 Pavardė94870 8 4 6 0
Vardas94871 Pavardė94871 0 7 8 10
Vardas94872 Pavardė94872 8 8 3 10
Vardas94873 Pavardė94873 0 1 6 2
Vardas94874 Pavardė94874 5 7 10 5
Vardas94875 Pavardė94875 3 7 5 4
Vardas94876 Pavardė94876 2 7 10 5
Vardas94877 Pavardė94877 1 7 8 0
Vardas94878 Pavardė94878 10 9 5 8
Vardas94879 Pavardė94879 5 1 10 2
Vardas94880 Pavardė94880 7 1 2 7
Vardas94881 Pavardė94881 6 5 7 0
Vardas94882 Pavardė94882 0 2 8 3
Vardas94883 Pavardė94883 1 10 10 0
Vardas94884 Pavardė94884 5 10 2 9
Vardas94885 Pavardė94885 8 0 4 6
Vardas94886 Pavardė94886 4 5 0 5
Vardas94887 Pavardė94887 7 10 8 1
Vardas94888 Pavardė94888 9 1 5 5
Vardas94889 Pavardė94889 1 0 5 5
Vardas94890 Pavardė94890 1 4 4 8
Vardas94891 Pavardė94891 6 3 10 8
Vardas94892 Pavardė94892 7 1 3 10
Vardas94893 Pavardė94893 4 3 2 7
Vardas94894 Pavardė94894 7 0 7 4
Vardas94895 Pavardė94895 10 0 6 3
Vardas94896 Pavardė94896 4 10 0 2
Vardas94897 Pavardė94897 9 2 1 10
Vardas94898 Pavardė94898 9 0 0 2
Vardas94899 Pavardė94899 6 1 5 10
Vardas94900 Pavardė94900 1 9 4 2
Vardas94901 Pavardė94901 0 5 4 9
Vardas94902 Pavardė94902 8 10 2 9
Vardas94903 Pavardė94903 7 0 7 0
Vardas94904 Pavardė94904 10 5 10 1
Vardas94905 Pavardė94905 10 1 8 2
Vardas94906 Pavardė94906 4 10 0 3
Vardas94907 Pavardė94907 9 6 8 0
Vardas94908 Pavardė94908 7 3 7 6
Vardas94909 Pavardė94909 1 0 6 7
Vardas94910 Pavardė94910 6 9 6 9
Vardas94911 Pavardė94911 0 1 7 5
Vardas94912 Pavardė94912 7 1 8 5
Vardas94913 Pavardė94913 6 3 8 0
Vardas94914 Pavardė94914 0 9 10 10
Vardas94915 Pavardė94915 2 3 3 0
Vardas94916 Pavardė94916 8 3 7 2
Vardas94917 Pavardė94917 6 4 3 0
Vardas94918 Pavardė94918 10 5 0 4
Vardas94919 Pavardė94919 3 3 4 8
Vardas94920 Pavardė94920 2 0 1 6
Vardas94921 Pavardė94921 8 0 6 1
Vardas94922 Pavardė94922 4 2 6 6
Vardas94923 Pavardė94923 2 10 8 10
Vardas94924 Pavardė94924 2 10 3 7
Vardas94925 Pavardė94925 6 0 9 3
Vardas94926 Pavardė94926 6 10 9 0
Vardas94927 Pavardė94927 7 7 9 9
Vardas94928 Pavardė94928 5 7 7 4
Vardas94929 Pavardė94929 7 0 3 0
Vardas94930 Pavardė94930 0 10 10 10
Vardas94931 Pavardė94931 7 2 9 6
Vardas94932 Pavardė94932 1 5 3 0
Vardas94933 Pavardė94933 2 6 0 2
Vardas94934 Pavardė94934 4 9 8 8
Vardas94935 Pavardė94935 1 6 2 4
Vardas94936 Pavardė94936 9 4 7 6
Vardas94937 Pavardė94937 2 8 9 10
Vardas94938 Pavardė94938 5 6 2 10
Vardas94939 Pavardė94939 2 10 0 8
Vardas94940 Pavardė94940 5 1 9 2
Vardas94941 Pavardė94941 3 7 9 5
Vardas94942 Pavardė94942 10 6 7 7
Vardas94943 Pavardė94943 2 3 2 0
Vardas94944 Pavardė94944 6 0 2 9
Vardas94945 Pavardė94945 5 2 7 1
Vardas94946 Pavardė94946 2 10 10 9
Vardas94947 Pavardė94947 5 9 2 8
Vardas94948 Pavardė94948 2 3 4 1
Vardas94949 Pavardė94949 0 1 2 9
Vardas94950 Pavardė94950 1 0 6 3
Vardas94951 Pavardė94951 7 2 2 1
Vardas94952 Pavardė94952 10 9 0 7
Vardas94953 Pavardė94953 3 0 10 6
Vardas94954 Pavardė94954 6 0 9 8
Vardas94955 Pavardė94955 0 10 3 1
Vardas94956 Pavardė94956 3 5 6 5
Vardas94957 Pavardė94957 2 8 6 8
Vardas94958 Pavardė94958 4 7 8 7
Vardas94959 Pavardė94959 7 10 4 1
Vardas94960 Pavardė94960 10 1 7 7
Vardas94961 Pavardė94961 10 1 6 2
Vardas94962 Pavardė94962 10 0 8 4
Vardas94963 Pavardė94963 3 4 9 0
Vardas94964 Pavardė94964 7 1 1 7
Vardas94965 Pavardė94965 10 7 7 4
Vardas94966 Pavardė94966 6 6 7 9
Vardas94967 Pavardė94967 3 1 6 10
Vardas94968 Pavardė94968 10 1 0 8
Vardas94969 Pavardė94969 10 6 5 8
Vardas94970 Pavardė94970 9 9 8 3
Vardas94971 Pavardė94971 0 5 0 4
Vardas94972 Pavardė94972 10 1 2 2
Vardas94973 Pavardė94973 9 9 10 10
Vardas94974 Pavardė94974 0 3 1 6
Vardas94975 Pavardė94975 5 4 5 8
Vardas94976 Pavardė94976 7 4 3 2
Vardas94977 Pavardė94977 4 7 9 8
Vardas94978 Pavardė94978 5 8 3 3
Vardas94979 Pavardė94979 7 3 8 2
Vardas94980 Pavardė94980 3 9 0 1
Vardas94981 Pavardė94981 0 5 8 4
Vardas94982 Pavardė94982 8 4 0 7
Vardas94983 Pavardė94983 4 7 3 1
Vardas94984 Pavardė94984 6 5 0 6
Vardas94985 Pavardė94985 0 2 9 4
Vardas94986 Pavardė94986 3 1 8 4
Vardas94987 Pavardė94987 5 2 8 3
Vardas94988 Pavardė94988 3 5 0 8
Vardas94989 Pavardė94989 2 8 1 6
Vardas94990 Pavardė94990 9 5 7 3
Vardas94991 Pavardė94991 8 7 2 10
Vardas94992 Pavardė94992 4 9 6 10
Vardas94993 Pavardė94993 9 0 4 1
Vardas94994 Pavardė94994 5 5 10 10
Vardas94995 Pavardė94995 2 9 5 10
Vardas94996 Pavardė94996 9 8 10 7
Vardas94997 Pavardė94997 2 2 5 1
Vardas94998 Pavardė94998 1 2 1 3
Vardas94999 Pavardė94999 6 6 8 6
Vardas95000 Pavardė95000 5 6 9 5
Vardas95001 Pavardė95001 4 0 0 1
Vardas95002 Pavardė95002 2 10 0 9
Vardas95003 Pavardė95003 0 5 10 10
Vardas95004 Pavardė95004 6 9 6 0
Vardas95005 Pavardė95005 9 1 7 4
Vardas95006 Pavardė95006 9 4 2 5
Vardas95007 Pavardė95007 8 5 6 4
Vardas95008 Pavardė95008 4 1 9 1
Vardas95009 Pavardė95009 6 0 10 0
Vardas95010 Pavardė95010 9 7 10 2
Vardas95011 Pavardė95011 4 9 0 2
Vardas95012 Pavardė95012 3 6 3 10
Vardas95013 Pavardė95013 9 1 5 0
Vardas95014 Pavardė95014 8 8 8 2
